Country,Year,Average_Monthly_Income,Cost_of_Living,Housing_Cost_Percentage,Tax_Rate,Savings_Percentage,Healthcare_Cost_Percentage,Education_Cost_Percentage,Transportation_Cost_Percentage,Region
Germany,2013,2172.940817,2348.649456,,38.82898937,29.00227481,13.30507633,9.811712574,5.679970588,Oceania
Canada,2003,4760.160395,5296.703685,,25.71789918,,6.180494845,3.537722706,15.93208419,Asia
South Africa,2012,3289.904251,778.1885977,23.4980839,17.30130554,15.5004219,18.11097318,9.157519971,15.02961926,Oceania
India,2000,5091.502186,,44.02357231,33.00503212,18.36980623,9.775788485,12.99674996,15.59722214,Asia
South Africa,2007,6020.114365,,,29.28659938,6.742548153,11.22264899,5.801459055,8.777269564,Europe
Mexico,2007,8422.860803,7307.580636,38.32839606,28.21266834,19.6275644,14.1923351,13.2807452,9.75699537,Europe
Brazil,2000,3902.999846,,49.81875213,31.33158166,,6.204156829,4.141021309,13.25995836,South America
China,2008,3878.809024,5319.174196,23.13251238,,8.589800942,15.99506723,5.86254535,14.89062797,North America
Germany,2021,3194.581072,7026.251631,35.88723479,13.28537291,0.608885515,5.291443872,8.595191124,7.712739934,South America
Russia,2012,6870.865955,2034.975102,42.50057465,30.64483548,6.628847767,11.08636998,10.25399251,13.70564406,Asia
India,2021,6389.062275,2228.692169,45.52652144,29.32177961,25.44097117,5.983241726,13.58045239,8.336479406,South America
South Africa,2000,3809.111959,885.9032094,,,,19.44964205,3.677464628,8.611189486,Europe
France,2019,5076.007482,,29.6427936,32.73074351,4.097282627,8.33806501,4.643310907,19.59242494,Africa
China,2007,8473.106103,6386.075992,28.60353826,20.54113075,15.74206726,12.08983874,7.867855749,6.257948761,Oceania
China,2020,,5660.554872,42.51353578,19.98356524,,5.47284103,3.38155768,15.58314577,Oceania
Brazil,2013,6153.904598,6549.332926,38.84778022,21.55010692,28.06273641,13.26912453,12.5796555,6.309025134,Oceania
India,2001,5757.647718,4324.586909,21.09223038,38.09738561,18.14746777,8.354818006,12.81054615,13.81039257,Asia
Brazil,2021,5549.004428,7547.461415,40.99618569,24.5797176,14.61038531,8.675868247,7.190756512,8.990185325,Asia
India,2009,6373.718158,1629.391422,,35.26440031,19.58012316,17.43495293,11.4534474,8.262264889,Europe
Russia,2019,,1908.899614,30.01301894,12.63450044,8.884643227,10.81253375,12.49455267,16.6802897,South America
Canada,2002,5228.88221,,20.74647562,19.11192304,9.239989028,12.02123432,13.52284904,8.390116892,South America
Brazil,2005,5657.492449,3542.60062,20.64069965,,19.45441671,6.00129313,7.25081617,9.9678332,Oceania
Canada,2009,,1598.872197,,25.49565906,9.32655546,5.187519579,8.408201817,8.548578027,Oceania
India,2007,,935.9322314,47.87094832,,12.95318829,7.862058455,14.32828917,7.796489728,North America
Germany,2005,,4027.890112,25.69017789,24.01010176,13.24870981,10.48649435,4.116307092,6.266740827,Europe
United States,2020,9425.53609,2780.490087,25.80555505,10.76206028,11.23743109,10.54700472,3.884568098,14.88231303,North America
United States,2004,3252.733607,4653.294293,38.27342374,22.04464676,15.89484451,12.84617268,6.507319823,13.04951986,Europe
China,2006,3080.106498,6730.654219,42.55437019,23.07288159,19.58896037,16.92849078,10.69907894,13.09741308,Asia
France,2020,2438.280483,3202.720201,26.73018393,22.14725172,,13.65820338,11.63124344,18.44203281,Africa
Canada,2012,7444.883333,,42.16509882,39.895279,,6.164982194,14.29590817,7.699615631,Oceania
Mexico,2015,,,24.68123615,17.24231812,,12.69354464,3.887779594,10.93002767,South America
Canada,2008,4424.277856,,42.74340122,28.04283052,22.98035844,16.38846983,11.55261187,15.77588422,Africa
France,2002,,3811.751711,21.93465891,31.84374183,2.234080203,10.519367,5.97585854,7.558737989,Europe
South Africa,2017,3800.396872,4675.899247,38.73312223,33.01198089,4.604802883,9.565366148,14.52286001,16.07250118,Europe
Mexico,2012,7175.129588,4460.639536,44.91937023,,14.90728313,11.17002315,7.089639336,13.57751562,Europe
Australia,2007,7542.596379,4281.750636,,,22.45755445,13.86181412,11.70624415,19.62774029,Europe
Japan,2020,2365.790233,,,20.61444417,11.66562723,19.28949222,8.665161538,7.903301179,Asia
Brazil,2017,2069.423745,1431.738933,27.6082769,26.2801346,9.637383282,19.59104487,13.40621049,15.42304028,Africa
France,2021,,,,,,14.43495327,14.04653325,13.00933401,Africa
India,2021,6010.080802,2489.925482,48.9443802,14.03459958,28.0547502,16.1116678,10.77220914,18.51442106,Europe
Canada,2005,9057.696572,7688.203695,30.49513348,,15.22989975,13.30396664,13.94681924,5.922539705,South America
Canada,2008,3745.889557,5462.304374,36.510208,29.18231645,3.045422677,7.673246905,4.651749855,5.465839413,North America
Mexico,2007,8898.237112,7698.74691,,27.38263363,25.42835721,19.90617436,8.453546307,16.00592426,Africa
United States,2017,7457.525723,,26.82130698,13.27575387,10.14270629,17.55066162,11.0181999,13.75824681,Europe
Japan,2022,9858.375464,3039.459985,22.54330305,23.37706354,7.062833132,11.60300287,11.01337422,14.37789162,Oceania
India,2000,,7366.115255,36.21986078,26.99049713,14.89331548,8.393629346,13.00923036,19.634243,South America
Germany,2022,3493.160008,7526.43207,40.88175718,22.2951787,7.870552104,18.26791051,11.04673441,16.96529131,Oceania
India,2001,,794.7056561,,23.62173233,20.96788817,16.90093926,5.249081633,16.86607098,Asia
Mexico,2004,,910.7118356,20.83349916,36.26516215,12.8716687,18.41162595,5.464340643,14.41971628,Europe
Russia,2016,2715.843214,3157.335724,26.73856513,15.04226774,5.779554358,17.09241181,3.924666935,16.32705567,Asia
Germany,2011,,,40.36510168,27.17480456,13.9966627,12.8569578,9.515422789,14.06492924,Asia
Japan,2011,,5324.27942,39.77315348,25.3255811,,12.16193307,10.14471153,15.1407369,Africa
China,2016,9478.425549,2676.175812,,11.36079194,,16.74525588,7.395168565,11.8777832,South America
France,2015,8805.786758,5050.822564,27.53790407,25.4923563,11.14605875,16.97964559,9.825421059,9.031430721,Europe
Russia,2018,,2691.513475,32.80999122,,19.97389486,11.59877882,8.127693354,7.123895094,Europe
Australia,2005,4069.818665,5118.446745,33.62836748,20.87064334,,6.955359309,4.735116607,19.7050274,Africa
France,2006,5537.378944,742.1576065,27.44510621,16.79347484,,16.2968315,12.1045782,19.14020278,Africa
Brazil,2012,,7104.744342,38.79650792,,15.24305058,17.56063331,4.224761733,16.44707092,Oceania
Brazil,2015,,,28.44559645,16.82691954,11.33264217,9.28406724,4.339046859,8.601522469,Asia
Japan,2018,9179.771077,,,,23.68614182,19.7621436,10.2593292,6.23853571,Europe
France,2021,4235.369655,1888.279094,20.18836849,10.03745591,,9.999995501,4.979084709,13.39080649,South America
Australia,2022,8895.341874,7857.50185,31.03657162,,,12.19707173,5.333774874,9.3147182,North America
France,2021,8539.682423,2545.039689,43.42470005,30.64987828,23.24056951,10.08819874,9.958978271,6.175397882,South America
Mexico,2004,,,,,26.29601347,17.8247616,5.647867264,10.12277318,Europe
Australia,2021,8389.515971,,29.89555904,12.07563651,,8.14419074,10.5964344,11.08239941,South America
Mexico,2013,5334.478915,5724.593938,,15.26005105,16.88220316,7.566096258,11.69321267,11.9973539,Africa
Russia,2018,6668.471651,,,,18.45261303,12.52607799,3.034145524,8.638963976,Europe
Germany,2017,2314.067111,5050.520273,23.36259032,16.28330419,5.756435406,16.44850361,7.365259895,14.68275229,Asia
China,2007,5720.990424,7024.736789,,14.23196564,26.1573905,11.79134599,11.901589,9.966334916,Oceania
Mexico,2022,,3575.190632,32.26203806,,2.963043559,5.940553477,11.57336368,6.364266613,South America
Canada,2018,,2950.679926,36.46280454,30.7273936,,9.371538625,11.43014531,17.63345653,Africa
Australia,2021,4688.386394,7708.286385,43.21672059,25.24861548,,12.35212364,10.98364191,7.460083653,South America
France,2014,6851.20663,5640.54628,25.53749054,15.47264229,26.49768659,14.52614777,7.170246998,15.65966834,Oceania
Mexico,2021,6875.777318,2479.090046,,17.70276461,17.85295407,9.075255009,8.658140454,10.38635028,Oceania
United States,2004,7276.399122,7114.551469,35.69166356,16.01416934,16.42258147,15.83709158,6.983751063,19.9824809,South America
Brazil,2003,7732.566884,,42.20330039,29.4108321,,7.463618597,14.27160768,11.34944419,Europe
Japan,2016,3655.039348,,,13.27348572,28.94827167,6.827704412,7.719668694,15.10038348,South America
Germany,2006,9282.187817,7210.289073,44.09089994,11.3359613,6.516723409,7.790459705,8.832233529,7.596914069,Asia
China,2010,6785.770505,1645.942317,27.2995611,33.5647,11.1151278,13.85552471,11.4777286,7.317915599,Africa
Germany,2001,5250.860934,2207.516195,37.22875726,31.09033085,11.61036857,11.32505952,11.26116137,9.315904455,South America
Brazil,2011,3810.656507,5446.144437,,24.05000256,25.22695428,16.50828749,10.03820438,11.52243897,North America
Russia,2003,,,22.52086845,,7.991863682,6.04756748,8.208626757,16.38773204,Oceania
Russia,2021,9146.762981,3792.225278,34.34437876,,16.78920506,12.23315287,7.670919648,7.428878902,South America
South Africa,2001,8150.652426,,26.50860506,37.21673321,11.90220375,12.75479322,7.404612998,12.63903432,Europe
